epeak_keV,threshold_photon_flux_ph_cm2_s,threshold_energy_flux_erg_cm2_s,source_counts_at_threshold,background_counts_total,background_counts_cxb,background_counts_internal,trigger_energy_min_keV,trigger_energy_max_keV,sigma0
196.84194472866113,3.5608364021318035,2.5553419506206913e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
202.24712324513558,3.537808368987196,2.582687960788007e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
207.80072518241715,3.5153372951151605,2.610500709491456e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
213.5068261712694,3.4934110283035054,2.638781206932167e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
219.36961375717948,3.4720176943413024,2.667530148411515e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
225.39339047347912,3.4511456886193708,2.696747890269485e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
231.58257699885078,3.4307836685937625,2.726434425043416e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
237.94171540153962,3.4109205464131964,2.7565893552965846e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
244.4754724726473,3.391545481712593,2.7872118660673506e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
251.18864315095797,3.372647874570851,2.8183006958666917e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
258.0861540418074,3.354217358631647,2.849854106154761e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
265.1730670325793,3.336243794374463,2.8818698492138386e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
272.4545830074793,3.3187172625506167,2.914345134354311e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
279.93604566431827,3.301628057768766,2.947276592361384e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
287.6229454360988,3.284966682227611,2.980660238096515e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
295.52092352028876,3.268723839591888,3.014491431161755e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
303.63577601873584,3.2528904290069316,3.048764834529459e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
311.9734581912619,3.237457539246851,3.0834743710343956e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
320.54008882605933,3.222416442991209,3.1186131776194727e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
329.3419547300958,3.207758591224939,3.154173557220158e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
338.38551534282334,3.193475607756151,3.1901469281657276e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
347.67740747657774,3.179559283846495,3.2265237709547643e-07,102.38229021186038,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
357.22445018714643,3.166001572948063,3.2632935723218246e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
367.03364977808,3.1527945855422326,3.3004447663919874e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
377.11220494241957,3.1399305840744263,3.337964672785698e-07,102.38229021186038,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
387.4675120456128,3.127401977979181,3.375839431528992e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
398.1071705534973,3.115201318790101,3.414053934591737e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
409.038988609331,3.1033212953291716,3.452591753874055e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
420.27098876396917,3.0917547289699194,3.4914350654504064e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
431.81141386338504,3.0804945689688914,3.5305645698693883e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
443.6687330978611,3.069533887859944,3.569959408295136e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
455.851648217287,3.058865876905828,3.609597074263109e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
468.36909991712724,3.0484838416024873,3.6494533208102845e-07,102.38229021186038,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
481.23027439974203,3.0383811972281443,3.689502062720748e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
494.444610115883,3.028551464431225,3.729715273613914e-07,102.38229021186038,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
508.0218046913023,3.01898826485709,3.770062877592539e-07,102.38229021186038,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
521.9718220435652,3.0096853168023596,3.8105126351359924e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
536.3048996942866,3.000636430892593,3.851030022911808e-07,102.38229021186038,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
551.0315562821569,2.9918355057757604,3.891578107133343e-07,102.38229021186041,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
566.1625992822727,2.983276523831933,3.9321174101743895e-07,102.38229021186041,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
581.7091329374358,2.9749535468853576,3.9726057699473545e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
597.6825664072413,2.9668607119146446,4.0129981916430994e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
614.0946221409365,2.95899222675641,4.053246691403365e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
630.957344480193,2.951342365794897,4.093300131428838e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
648.2831084981073,2.943905465630911,4.1331040460040826e-07,102.3822902118604,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
666.0846290809154,2.9366759207188,4.172600457877577e-07,102.38229021186041,163.7833335785251,163.7833335785251,0.0,10.0,1000.0,8.0
